Key_concept,Related_concept,Term,Article_url,Sentence,Author,Label,Annotation,,,Annotation,Annotation
lgbt,lgbt,lgbt,https://en.wikipedia.org/wiki?curid=7015478,"on january 13 , 1998 , the lgbt activist of arcigay alfredo ormando set arcigay alfredo ormando on fire in st. peter 's square ( which is under the jurisdiction of the vatican city ) in protest against the attitude of deep-rooted refusal that has always been expressed by the catholic religion towards homosexuality .",Alfredo Ormando,P,,,,,
nationalism,globalization,anti-globalization,https://en.wikipedia.org/wiki?curid=172543,the solution to medea benjamin  impasse was the growing acceptance of black bloc tactics in the anti-globalization movement .,Medea Benjamin,C,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=56232242,"in retaliation , joseph stalin unleashed a series of attacks against marxist reformers and social democrats , declaring in 1924 that social democracy is objectively the moderate wing of fascism ... these organisations are not antipodes , they are twins . ”",Joseph Stalin,P,,,,,
nationalism,nationalism,hamas,https://en.wikipedia.org/wiki?curid=40863726,"on june 11 , the residences of both mahmoud abbas , fatah 's leader and the palestinian authority president , and of then-prime minister ismail haniya , of hamas , were targeted with gun and shell fire .",Mahmoud Abbas,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=1420889,"nazrul geeti or nazrul sangeet , literally music of nazrul geeti , refer to the works of kazi nazrul islam , a bengali poet and national poet of bangladesh and active revolutionary during the indian independence movement .",Kazi Nazrul Islam,P,,,,,
censorship,censorship,censorship,https://en.wikipedia.org/wiki?curid=422922,"held over the course of five days in wigmore hall it was attended by leading intellectuals including george bernard shaw , margaret sanger and sigmund freud who debated topics ranging from psychoanalysis to prostitution and censorship to contraception .",Margaret Sanger,C,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=159978,"ali shariati s begins ali shariati s lecture by stating that : most often , we are satisfied by pointing out that islam gives great value to science or establishes progressive rights for women .",Ali Shariati,P,,,,,
whaling,whaling,whaling,https://en.wikipedia.org/wiki?curid=116717,"in 1848 new bedford resident lewis temple invented the toggling harpoon , an invention that would revolutionize the whaling industry .",Lewis Temple,P,,,,,
anarchism,anarchism,anarchist,https://en.wikipedia.org/wiki?curid=1706432,"around that time , these american anarcho-communist sectors entered into debate with the individualist anarchist faction led by the american anarchist benjamin tucker .",Benjamin Tucker,P,,,,,
socialism,communism,communism,https://en.wikipedia.org/wiki?curid=14507041,"c. cabotage - cacerolazo - caging list - calculus of voting - californians aware - call for action - camp trans - camp for climate action - campaign for innocent victims in conflict - canal contemporâneo - candidate - capital - capital punishment - capitalism - carinthian plebiscite , 1920 - carneiro 's circumscription theory - carnival against capital - carthaginian peace - cartographic aggression - catholic - celine 's laws - censorship - center for american politics and citizenship - center for biological diversity - center for freedom and prosperity - center for science in the public interest - center for the evaluation of risks to human reproduction - central military commission - centrist - chambers of parliament - champagne socialist - chanakya - chandragupta maurya - chappaquiddick incident - charismatic authority - cherokee freedmen controversy - child advocacy - china watcher - chinaman ( politics ) - chinese people - christian democracy - christian institute - christian democracy - christian existentialism - christian socialism - christianity - christians - the chronicle of higher education - chuch ' e - church and state - cicero - citizen and consumer movements in japan - citizens ' jury - citizenship - city-state - civil authority - civil libertarianism - civil liberties - civil registry - civil service - civil society - civil society campaign - civilian control of the military - civilized - clandestine insurgent rebel clown army - clare boothe luce policy institute - class conflict - class struggle - classical liberalism - classless society - clean clothes campaign - cleavage ( politics ) - clergy letter project - clone ( voting ) - co-option - coalition for comprehensive immigration reform - coercion - colby college - cold war - collective action - collective responsibility - collectivism - college of william & mary - colonialism - command and control ( government ) - commercial club of chicago - committee - committee of 100 ( delaware ) - common purpose uk - common minimum programme - commonwealth of world citizens - communalism - commune ( socialism ) - communism - communist - communitarianism - communities organized for public service - community front in defense of land - community organizing - communization - compact theory - comparative government - comparative politics - competitiveness policy council - compulsory purchase order - compulsory voting - concession ( politics ) - concord principles - concurrent majority - condominium ( international law ) - conference of socialist economists - confidence and supply - confucius - congress - congress of vienna - congressional order of merit - conscription - consent of the governed - conservatism - conservatism in colombia - conservatism in the united states - consistent life ethic - conspiracy ( political ) - constituency - constituent country - constituent state - constitutional convention ( political meeting ) - constitutional crisis - constitutional dictatorship - constitutional patriotism - constitutionalism - consul general - consumer organization - consumers ' association - consumers ' research - contact group ( balkans ) - contempt of parliament - contentious politics - continental europe - controversies related to islam and muslims - coordination failure - cordón industrial - cornelius castoriadis - cornelius castoriadis  - cornell university - corporate europe observatory - corporate nationalism - corporate oligarchy - corporate welfare - corporation - corrective revolution - cosmopolitanism - council on american – islamic relations - counter-recruitment - counter-terrorism - countywatch - county executive - courtesy resolution - craftivism - crisis management - critical international relations theory - criticism of debt - criticisms of electoralism - criticisms of socialism - critique of capitalism - cross-cultural studies - cult of personality - cultural hegemony - culture - culture jamming - curvilinear disparity - custom online panel - cyberpolitics -",Cornelius Castoriadis,P,,,,,
judaism,judaism,judaism,https://en.wikipedia.org/wiki?curid=1596553,"the book was written by jacob ben isaac ashkenazi ( 1550 – 1625 ) of janów lubelski ( near lublin , poland ) , and mixes biblical passages with teachings from judaism 's oral torah such as the talmud 's aggadah and midrash , which are sometimes called parables , allegories , short stories , anecdotes , legends , and admonitions by secular writers .",Jacob ben Isaac Ashkenazi,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=19186899,"also of note is joe dallesandro , who acted in hardcore gay pornographic films in photographer bob mizer early 20s , posed nude for francesco scavullo , bruce of l.a. and bob mizer , and later acted for andy warhol s      .",Andy Warhol,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=53375437,"on the physical revolution , the second son of the national hero oemar said tjokroaminoto and sister of siti oetari , the first wife of the first president of the republic of indonesia , sukarno sits as a personal adviser pangiima soedirman and join a guerrilla with harsono tjokroaminoto , then became a member in the committee for ris ri to restore form nkri , lead goodwill indonesian mission to the islamic countries and became president of the youth congress of the world islam .",Oemar Said Tjokroaminoto,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=5971202,"probably it would be fair to say that two of the most influential writings in marxist aesthetics in recent times , and apart from karl marx karl marx and lukacs , have been walter benjamin 's essay the work of art in the age of mechanical reproduction , and herbert marcuse 's one-dimensional man .",Karl Marx,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=38317679,"however , louis althusser , the french structuralist marxist does not defend latter  young marx   determinism ; using it as a vehicle to introduce an analysis of ideological hegemony and conditioning within class societies , through the concept of ideological state apparatuses ( isa ) and interpellation which seek to condition the identity of the subject within class society .",Louis Althusser,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=4970822,the single most influential person for the spread of zen buddhism was d. t. suzuki .,D. T. Suzuki,P,,,,,
buddhism,buddhism,theravada,https://en.wikipedia.org/wiki?curid=7127833,"in 1983 , ajahn sumedho obtained permission from the sangha in thailand , to give a ten-precept pabbajja to the women , making a theravada buddhist female monastic established by ajahn sumedho at chithurst buddhist monastery , england officially recognized female renunciants trained in the ajahn chah lineage .",Ajahn Sumedho,P,,,,,
nationalism,nationalism,nationalism,https://en.wikipedia.org/wiki?curid=54361,"later leaders of american white nationalism came to politics through the anp ; including a teenage david duke and william luther pierce of the national alliance , although they soon distanced themselves from explicit self-identification with neo-nazism .",David Duke,P,,,,,
